Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
BMW X5 xDrive45e,3,6,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PBMXT03.0H05,standard SUV,7,19/51,22/54,20/52,8,Yes,177
BMW X6 M,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXJ04.4SM5,standard SUV,3,13,18,15,2,No,586
BMW X6 M,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXJ04.4SM5,standard SUV,3,13,18,15,2,No,586
BMW X6 M Competition,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXJ04.4SM5,standard SUV,3,13,18,15,2,No,586
BMW X6 M Competition,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXJ04.4SM5,standard SUV,3,13,18,15,2,No,586
BMW X6 M50i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXJ04.4N63,standard SUV,3,16,22,18,4,No,486
BMW X6 M50i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXJ04.4N63,standard SUV,3,16,22,18,4,No,486
BMW X6 xDrive40i,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXT03.0G0X,standard SUV,3,21,25,23,5,No,389
BMW X6 xDrive40i,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXT03.0G0X,standard SUV,3,21,25,23,5,No,389
BMW X7 M60i xDrive,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXJ04.4S68,standard SUV,5,16,21,18,4,No,481
BMW X7 M60i xDrive,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXJ04.4S68,standard SUV,5,16,21,18,4,No,481
BMW X7 xDrive40i,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ03.0B58,standard SUV,7,21,25,22,5,No,392
BMW X7 xDrive40i,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ03.0B58,standard SUV,7,21,25,22,5,No,392
BMW XM,4.4,8,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,PBMXT04.4H09,standard SUV,7,12/46,17/46,14/46,7,Yes,244
BMW XM,4.4,8,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PBMXT04.4H09,standard SUV,7,12/46,17/46,14/46,7,Yes,244
BMW Z4,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0B4X,small car,7,25,33,28,6,No,312
BMW Z4,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0B4X,small car,7,25,33,28,6,No,312
BMW Z4 M40i,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXV03.0B5X,small car,5,23,31,26,5,No,338
BMW Z4 M40i,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXV03.0B5X,small car,5,23,31,26,5,No,338
"BMW i4 M50 Gran Coupe (19"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G2X,small car,10,94,98,96,10,Elite,0
"BMW i4 M50 Gran Coupe (19"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G2X,small car,10,94,98,96,10,Elite,0
"BMW i4 M50 Gran Coupe (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G2X,small car,10,79,80,80,10,Elite,0
"BMW i4 M50 Gran Coupe (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G2X,small car,10,79,80,80,10,Elite,0
BMW i4 eDrive 35 Gran Coupe (19'' Wheels),N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G2S,small car,10,107,102,105,10,Elite,0
BMW i4 eDrive 35 Gran Coupe (19'' Wheels),N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G2S,small car,10,107,102,105,10,Elite,0
BMW i4 eDrive35 Gran Coupe (18'' Wheels),N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G2S,small car,10,115,111,113,10,Elite,0
BMW i4 eDrive35 Gran Coupe (18'' Wheels),N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G2S,small car,10,115,111,113,10,Elite,0
"BMW i4 eDrive40 Gran Coupe (18"" Wheels)",N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G2S,small car,10,109,108,109,10,Elite,0
"BMW i4 eDrive40 Gran Coupe (18"" Wheels)",N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G2S,small car,10,109,108,109,10,Elite,0
"BMW i4 eDrive40 Gran Coupe (19"" Wheels)",N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G2S,small car,10,100,98,99,10,Elite,0
"BMW i4 eDrive40 Gran Coupe (19"" Wheels)",N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G2S,small car,10,100,98,99,10,Elite,0
BMW i7 xDrive60 Sedan (19'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G7B,large car,10,87,92,89,10,Elite,0
BMW i7 xDrive60 Sedan (19'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G7B,large car,10,87,92,89,10,Elite,0
BMW i7 xDrive60 Sedan (20'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G7B,large car,10,81,85,83,10,Elite,0
BMW i7 xDrive60 Sedan (20'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G7B,large car,10,81,85,83,10,Elite,0
BMW i7 xDrive60 Sedan (21'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G7B,large car,10,85,89,87,10,Elite,0
BMW i7 xDrive60 Sedan (21'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G7B,large car,10,85,89,87,10,Elite,0
"BMW iX M60 (21"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXT00.0I2T,standard SUV,10,76,80,77,10,Elite,0
"BMW iX M60 (21"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXT00.0I2T,standard SUV,10,76,80,77,10,Elite,0
"BMW iX M60 (22"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXT00.0I2T,standard SUV,10,77,80,78,10,Elite,0
"BMW iX M60 (22"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXT00.0I2T,standard SUV,10,77,80,78,10,Elite,0
"BMW iX xDrive50 (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXT00.0I2M,standard SUV,10,86,87,86,10,Elite,0
"BMW iX xDrive50 (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXT00.0I2M,standard SUV,10,86,87,86,10,Elite,0
"BMW iX xDrive50 (21"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXT00.0I2M,standard SUV,10,82,84,83,10,Elite,0
"BMW iX xDrive50 (21"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXT00.0I2M,standard SUV,10,82,84,83,10,Elite,0
BMW iX xDrive50 (22'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXT00.0I2M,standard SUV,10,86,85,86,10,Elite,0
BMW iX xDrive50 (22'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXT00.0I2M,standard SUV,10,86,85,86,10,Elite,0
BUGATTI Chiron,8,16,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,PVGAV08.0GLB,small car,1,9,14,11,1,No,840
BUGATTI Chiron,8,16,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,PVGAV08.0GLB,small car,1,9,14,11,1,No,840
BUGATTI Chiron Pur Sport,8,16,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,PVGAV08.0GLB,small car,1,8,11,9,1,No,979
BUGATTI Chiron Pur Sport,8,16,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,PVGAV08.0GLB,small car,1,8,11,9,1,No,979
BUGATTI Chiron Super Sport,8,16,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,PVGAV08.0GLB,small car,1,8,11,9,1,No,979
